tick,x,y,z,dx,dy,dz,yaw,pitch,onGround,sprinting,sneaking,keyUp,keyDown,keyLeft,keyRight,keyJump,keyShift,keySprint
431,-4600246328369303535,4634215705464328886,-4601119006214121136,4581975474507203640,4590650808332220283,-4624435600636542952,-1021588190,1102911414,0,1,0,1,0,1,0,0,0,1
432,-4600253459997500197,4634221551546036948,-4600940802172829027,4577799158391353901,4569101448040898630,-4624511115104888891,-1021585205,1102911414,0,1,0,1,0,1,0,0,0,1
433,-4600265819067269688,4634221763796571451,-4600765548298182353,4581415559361379423,-4633271298369615887,-4624597023960079824,-1021585205,1102911414,0,1,0,1,0,0,0,0,0,1
434,-4600282935109007549,4634216454892448409,-4600592979075260395,4583631927804757563,-4628715563038355714,-4624675201020556622,-1021585205,1102911414,0,1,0,1,0,0,0,0,0,1
435,-4600304349864617879,4634205735256655666,-4600422839415474822,4585149602646552707,-4626000674262927107,-4624745949901127104,-1021576250,1102887537,0,1,0,1,0,0,0,0,0,1
436,-4600329623646354159,4634175409643206443,-4600254887251778244,4586048601398763104,-4624268450260362036,-4624809649789074474,-1021561325,1102839783,0,1,0,1,0,0,0,0,0,1
437,-4600358336068372768,4634132972403546225,-4600088893736382848,4586849667062021037,-4622964760619654472,-4624866685629248641,-1021540432,1102768152,0,1,0,1,0,0,0,0,0,1
438,-4600390167560254219,4634080350088567980,-4599924678213562364,4587576285598209777,-4621687144746895153,-4624918460774522250,-1021537447,1102744275,0,1,0,1,0,0,0,0,0,1
439,-4600424837405792658,4634017746399583802,-4599762080664031681,4588237508485197860,-4620564149424675664,-4624965576158079091,-1021537447,1102744275,0,1,0,1,0,0,0,1,0,1
440,-4600469998486144706,4633945360963883431,-4599608735495771928,4589924783454174250,-4619950638258695422,-4625273193707407609,-1021537447,1102744275,0,1,0,1,0,0,1,1,0,1
441,-4600524706590452282,4633922541587529728,-4599463809994711376,4591036820836562899,-4633058300709086167,-4625763555139221167,-1021537447,1102720398,1,1,0,1,0,0,1,1,0,1
442,-4600687414408324602,4633981651330793472,-4599201799527685148,4594853682938670419,4599674017386589685,-4625122569525258627,-1021540432,1102624890,0,1,0,1,0,0,1,1,0,1
443,-4600789984617597636,4634028545061017564,-4599053674996014957,4595141709450757618,4598108061816866538,-4625577243591146356,-1021624003,1102433872,0,1,0,1,0,0,1,0,0,1
444,-4600897224105062439,4634063467098229795,-4598914298399468616,4595413648220483442,4595104603415595319,-4626086723347442517,-1021755328,1102338364,0,1,0,1,0,0,1,0,0,1
445,-4601008870743639545,4634086656876062060,-4598783393128128577,4595670320708661233,4590650808332220283,-4626580093341676382,-1021892622,1102290610,0,1,0,1,0,0,1,0,0,1
446,-4601124698057583186,4634098349039478184,-4598660838269676332,4595913803249025406,4569101448040898630,-4627066421402277349,-1022062748,1102290610,0,1,0,1,0,0,1,0,0,1
447,-4601238148718887996,4634098773540547190,-4598537439753050761,4595775386995350734,-4633271298369615887,-4627017286748846837,-1022238844,1102218979,0,1,0,1,0,0,0,0,0,1
448,-4601349838229831260,4634088155732301106,-4598413555859429226,4595672817595338230,-4628715563038355714,-4626989018391787154,-1022367184,1102123470,0,1,0,1,0,0,0,0,0,1
449,-4601460198281473010,4634066716460715619,-4598289434429419810,4595595389883386615,-4626000674262927107,-4626975184272158308,-1022456723,1102027962,0,1,0,1,0,0,0,0,0,1
450,-4601569520010101562,4634034672154851114,-4598170224909343426,4595534917949355159,-4624268450260362036,-4626970366309781927,-1022513431,1101956331,0,1,0,1,0,0,0,0,0,1
451,-4601677896864760872,4633992234915190896,-4598108085191007674,4595479888487800594,-4622964760619654472,-4626965981963893064,-1022513431,1101956331,0,1,0,1,0,0,0,0,0,1
452,-4601785422512409351,4633939612600212651,-4598045914632142565,4595430314190061054,-4621687144746895153,-4626962389658929998,-1022516416,1101956331,0,1,0,1,0,0,0,0,0,1
453,-4601892173561655649,4633922541587529728,-4597983716008394932,4595385201577817935,-4633058300709086167,-4626959120661319396,-1022516416,1101956331,1,1,0,1,0,0,0,1,0,1
454,-4602103710523818222,4633981651330793472,-4597854858362603182,4596559968754938625,4599674017386589685,-4625198412369121956,-1022516416,1101956331,0,1,0,1,0,0,0,1,0,1
455,-4602228112425640732,4634028545061017564,-4597778878666278923,4596413187261482894,4598108061816866538,-4625353901281331932,-1022516416,1101956331,0,1,0,1,0,0,0,1,0,1
456,-4602339626789182896,4634063467098229795,-4597702467818935088,4595662617010404215,4595104603415595319,-4625303680809124399,-1022516416,1101956331,0,1,0,1,0,1,0,1,0,1
457,-4602439413492551956,4634086656876062060,-4597625664624152132,4594979598062238129,4590650808332220283,-4625257980178098461,-1022516416,1101956331,0,1,0,1,0,1,0,0,0,1
458,-4602528539177004776,4634098349039478184,-4597548503746687903,4594358700302662137,4569101448040898630,-4625216317298183059,-1022519401,1101956331,0,1,0,1,0,1,0,0,0,1
459,-4602618554883311591,4634098773540547190,-4597472667348642185,4594410535176932678,-4633271298369615887,-4625370592665297357,-1022519401,1101956331,0,1,0,1,0,0,0,0,0,1
460,-4602739941846410854,4634088155732301106,-4597398036226902047,4594457704913878294,-4628715563038355714,-4625510983253417401,-1022519401,1101956331,0,1,0,1,0,0,0,0,0,1
461,-4602923067153124988,4634066716460715619,-4597324501906631597,4594500629375735880,-4626000674262927107,-4625638738692288531,-1022519401,1101956331,0,1,0,1,0,0,0,0,0,1
462,-4603107516601169923,4634034672154851114,-4597251962259707077,4594539188372400072,-4624268450260362036,-4625754598246961533,-1022516416,1101956331,0,1,0,1,0,0,0,0,0,1
463,-4603293117054059795,4633992234915190896,-4597180317112665861,4594572705634450605,-4622964760619654472,-4625858789596371556,-1022507461,1101956331,0,1,0,1,0,0,0,0,0,1
464,-4603479658854195084,4633939612600212651,-4597109465174586629,4594600117667027150,-4621687144746895153,-4625951182578926146,-1022489551,1101956331,0,1,0,1,0,0,0,0,0,1
465,-4603645658671679271,4633877008911228473,-4597037731961609732,4594001935114987528,-4620564149424675664,-4625848531675887782,-1022468658,1101956331,0,1,0,1,0,1,0,0,0,1
466,-4603792851195424857,4633804623475528102,-4596965200532670542,4593236913493165641,-4619950638258695422,-4625755555477920330,-1022453733,1101956331,0,1,0,1,0,1,0,0,0,1
467,-4603922676073552393,4633781804099174400,-4596891951438605798,4592225421783219350,-4633058300709086167,-4625671961841686717,-1022420902,1101980208,1,1,0,1,0,1,0,0,0,1
468,-4604150790947109765,4633840913842438144,-4596743653039176067,4592635667730635021,4599674017386589685,-4624518277065278192,-1022367178,1101980208,0,1,0,1,0,1,0,1,0,1
469,-4604270530725225232,4633887807572662236,-4596655463264305912,4591638065541588944,4598108061816866538,-4624564244300408450,-1022331362,1101980208,0,1,0,1,0,1,0,1,0,1
470,-4604374224044454812,4633922729609874467,-4596568011782599131,4590703519749141433,4595104603415595319,-4624607242495482550,-1022271669,1101956331,0,1,0,1,0,1,0,1,0,1
471,-4604463270921243235,4633945919387706732,-4596481234177260564,4589850510916784899,4590650808332220283,-4624646489056298404,-1022265700,1101956331,0,1,0,1,0,1,0,0,0,1
472,-4604538989535026087,4633957611551122856,-4596395069799434744,4588980525423403388,4569101448040898630,-4624682203427670113,-1022265700,1101956331,0,1,0,1,0,1,0,0,0,1
473,-4604602554591873675,4633958036052191862,-4596309464607620411,4587564879070785136,-4633271298369615887,-4624714770421917635,-1022262715,1101956331,0,1,0,1,0,1,0,0,0,1
474,-4604655059911591433,4633947418243945778,-4596224368275091195,4586276640852775724,-4628715563038355714,-4624744406387536983,-1022262715,1101956331,0,1,0,1,0,1,0,0,0,1
475,-4604697456725537328,4633925978972360291,-4596139737060621260,4585099202066535580,-4626000674262927107,-4624771494864090168,-1022256745,1101956331,0,1,0,1,0,1,0,0,0,1
476,-4604730448038199978,4633893934666495786,-4596055538966136456,4583342877827814206,-4624268450260362036,-4624796719772751183,-1022229882,1101932454,0,1,0,1,0,1,0,0,0,1
477,-4604754651866664635,4633851497426835568,-4595971746358244220,4581295745450051639,-4622964760619654472,-4624820335312582969,-1022200036,1101884700,0,1,0,1,0,1,0,0,0,1
478,-4604770655690501985,4633798875111857323,-4595888333243257312,4578610123598246732,-4621687144746895153,-4624842436980026239,-1022173174,1101860823,0,1,0,1,0,1,0,0,0,1
479,-4604779197509913433,4633781804099174400,-4595805265466824205,4574609631383440854,-4633058300709086167,-4624862549497979254,-1022173174,1101836946,1,1,0,1,0,1,0,0,0,1
480,-4604756862258418041,4633770770279872594,-4595693864585436735,-4645974550122441341,-4628611194182664847,-4626418430861516650,-1022173174,1101836946,0,1,0,1,0,1,0,0,0,1
481,-4604738645548984812,4633748923317444565,-4595625877857526781,-4643730885569983275,-4625898392782359380,-4626284922269062037,-1022173174,1101836946,0,1,0,1,0,1,0,0,0,1
482,-4604716046682222564,4633716479474546592,-4595556848093738276,-4642450183293692683,-4624218332333908417,-4626163429446426937,-1022173174,1101813069,0,1,0,1,0,1,0,0,0,1
483,-4604689460052175981,4633673650688585956,-4595486869167272934,-4641521193932200795,-4622915645050774002,-4626052870974642720,-1022173174,1101717560,0,1,0,1,0,1,0,0,0,1
484,-4604659244557436070,4633641066610819072,-4595416026502746778,-4640675813588879461,-4633058300709086167,-4625952262762419571,-1022173174,1101693683,1,1,0,1,0,1,0,0,0,1
485,-4604724707739292891,4633700176354082816,-4595268606815322353,4584735912420812849,4599674017386589685,-4624548982781158173,-1022173174,1101693683,0,1,0,1,0,1,0,1,0,1
486,-4604754360333682282,4633747070084306908,-4595180957445891079,4582565089996460104,4598108061816866538,-4624595717514075918,-1022164220,1101693683,0,1,0,1,0,1,0,1,0,1
487,-4604775094765060915,4633781992121519139,-4595094046883908999,4580487514681598468,4595104603415595319,-4624638745661157070,-1022143326,1101693683,0,1,0,1,0,1,0,1,0,1
488,-4604787508192700204,4633805181899351404,-4595007820055679116,4576937286153435179,4590650808332220283,-4624678566316032619,-1022116464,1101693683,0,1,0,1,0,1,0,1,0,1
489,-4604792168965038383,4633816874062767528,-4594922225779074040,4570832610967864728,4569101448040898630,-4624715406123723090,-1022092586,1101693683,0,1,0,1,0,1,0,0,0,1
490,-4604789706501445459,4633817298563836534,-4594837211120681645,-4656636370047341484,-4633271298369615887,-4624749163089402511,-1022083631,1101693683,0,1,0,1,0,1,0,0,0,1
491,-4604780740039000869,4633806680755590450,-4594752725202637186,-4648366706095927188,-4628715563038355714,-4624779956928153799,-1022080646,1101693683,0,1,0,1,0,1,0,0,0,1
492,-4604787662717822965,4633785241484004963,-4594669742166132267,4573100851373176784,-4626000674262927107,-4624867484751539155,-1022080646,1101693683,0,1,0,1,0,0,0,0,0,1
493,-4604809044515614455,4633753197178140458,-4594588126751867745,4580638325165484041,-4624268450260362036,-4624947135073115337,-1022080646,1101693683,0,1,0,1,0,0,0,0,0,1
494,-4604856976056861022,4633710759938480240,-4594512158250722728,4585743887121097599,-4622964760619654472,-4625355205295847619,-1022071692,1101693683,0,1,0,1,0,0,1,0,0,1
495,-4604928938688449552,4633658137623501995,-4594441198379144938,4588543028604800153,-4621687144746895153,-4625938610484651828,-1022003045,1101693683,0,1,0,1,0,0,1,0,0,1
496,-4605022568490494146,4633641066610819072,-4594374611536161385,4590117420491396568,-4633058300709086167,-4626447980869988481,-1021904551,1101693683,1,1,0,1,0,0,1,0,0,1
497,-4605247172149735980,4633641066610819072,-4594302862954988791,4592512971843341432,-4633058300709086167,-4629189651140818396,-1021788149,1101693683,1,1,0,1,0,0,1,0,0,1
498,-4605528623942087874,4633700176354082816,-4594180525270074045,4594085546577691308,4599674017386589685,-4625654079447820927,-1021674731,1101693683,0,1,0,1,0,0,0,1,0,1
499,-4605693912113709265,4633747070084306908,-4594107171076056818,4593981211986865688,4598108061816866538,-4625659719798868643,-1021567284,1101741437,0,1,0,1,0,0,0,1,0,1
500,-4605855477840308028,4633781992121519139,-4594033811011230400,4593872814384682747,4595104603415595319,-4625659035966994391,-1021501621,1101813068,0,1,0,1,0,0,0,0,0,1
501,-4605991263922593567,4633805181899351404,-4593960295843344062,4592572602323387137,4590650808332220283,-4625640969562054172,-1021471775,1101860822,0,1,0,1,0,1,0,0,0,1
502,-4606103313836390126,4633816874062767528,-4593886668709670711,4591190207830748591,4569101448040898630,-4625627927786807087,-1021432975,1101884699,0,1,0,1,0,1,0,0,0,1
503,-4606193081299806904,4633817298563836534,-4593813015284916142,4589892477883229765,-4633271298369615887,-4625624865401578549,-1021337464,1101932453,0,1,0,1,0,1,0,0,0,1
504,-4606261318067292874,4633806680755590450,-4593739490737390205,4588109039941626517,-4628715563038355714,-4625639877021602170,-1021158383,1102051838,0,1,0,1,0,1,0,0,0,1
505,-4606308617515479898,4633785241484004963,-4593668944301033124,4585670260919400062,-4626000674262927107,-4625675111558222664,-1020961394,1102171223,0,1,0,1,0,1,0,0,0,1
506,-4606335345285984894,4633753197178140458,-4593632590068345552,4581883723004714587,-4624268450260362036,-4625734934273266006,-1020731575,1102266731,0,1,0,1,0,1,0,0,0,1
507,-4606342027188044355,4633710759938480240,-4593596587557076700,4572876485948216581,-4622964760619654472,-4625816871297332481,-1020522648,1102362239,0,1,0,1,0,1,0,0,0,1
508,-4606329571608671950,4633658137623501995,-4593560993133425122,-4646415111365281199,-4621687144746895153,-4625911939391392495,-1020376400,1102409993,0,1,0,1,0,1,0,1,0,1
509,-4606299129199411118,4633641066610819072,-4593525830073465345,-4640622951580562051,-4633058300709086167,-4626012429879930623,-1020280891,1102457747,1,1,0,1,0,1,0,1,0,1
510,-4606189401597015202,4633700176354082816,-4593451996414938567,-4635542572252002511,4599674017386589685,-4624540329610392727,-1020245076,1102481624,0,1,0,1,0,1,0,1,0,1
511,-4606110172857518821,4633747070084306908,-4593408933893999998,-4634093334270358818,4598108061816866538,-4624684494353387388,-1020245076,1102481624,0,1,0,1,0,1,0,1,0,1
512,-4606039929940917143,4633781992121519139,-4593366168514122011,-4635029320657417112,4595104603415595319,-4624719105345121456,-1020245076,1102481624,0,1,0,1,0,0,0,0,0,1
513,-4605977864123385308,4633805181899351404,-4593323673532616947,-4635981789184522363,4590650808332220283,-4624750601348507168,-1020245076,1102481624,0,1,0,1,0,0,0,0,0,1
514,-4605923217508320321,4633816874062767528,-4593281424436873927,-4636845977912766679,4569101448040898630,-4624779242122895500,-1020242091,1102481624,0,1,0,1,0,0,0,0,0,1
515,-4605875322367694743,4633817298563836534,-4593239399097180816,-4637632389678133258,-4633271298369615887,-4624805305228340017,-1020242091,1102481624,0,1,0,1,0,0,0,0,0,1
516,-4605833571068986092,4633806680755590450,-4593197577375498990,-4638348024405241314,-4628715563038355714,-4624829022654978059,-1020242091,1102481624,0,1,0,1,0,0,0,0,0,1
517,-4605797728943401047,4633785241484004963,-4593155943716091789,-4639365033629420421,-4626000674262927107,-4624850928149357720,-1020283876,1102481624,0,1,0,1,0,0,0,1,0,1
518,-4605768828954789684,4633781804099174400,-4593114501310516854,-4640982273905418064,-4633058300709086167,-4624873205396382038,-1020489818,1102457747,1,1,0,1,0,0,0,1,0,1
519,-4605809654590047110,4633840913842438144,-4593031481655118238,4581363666064984508,4599674017386589685,-4623898338586444760,-1020689790,1102529378,0,1,0,1,0,0,0,1,0,1
520,-4605838774494458964,4633887807572662236,-4592982670011984482,4582440994535716551,4598108061816866538,-4624014836580792560,-1020904685,1102696518,0,1,0,1,0,0,0,1,0,1
521,-4605873445854668074,4633922729609874467,-4592934814002647822,4583734261715517180,4595104603415595319,-4624126148808686230,-1021086750,1102815903,0,1,0,1,0,0,0,0,0,1
522,-4605914232982838265,4633945919387706732,-4592887869976648018,4584911705861977988,4590650808332220283,-4624232376630824766,-1021232997,1102911411,0,1,0,1,0,0,0,0,0,1
523,-4605961380764758612,4633957611551122856,-4592841791302436362,4585652594832148466,4569101448040898630,-4624333172810013113,-1021343429,1102983042,0,1,0,1,0,0,0,0,0,1
524,-4606014743200103298,4633958036052191862,-4592796520479503070,4586376477683877569,-4633271298369615887,-4624427271329628844,-1021403123,1103030796,0,1,0,1,0,0,0,0,0,1
525,-4606074057411190556,4633947418243945778,-4592751999545799698,4587069740542352077,-4628715563038355714,-4624514618429647289,-1021444908,1103030796,0,1,0,1,0,0,0,0,0,1
526,-4606138955812027759,4633925978972360291,-4592708169584068330,4587720186983171455,-4626000674262927107,-4624595102847265898,-1021468785,1103054673,0,1,0,1,0,0,0,0,0,1
527,-4606209751934338631,4633893934666495786,-4592665012269643982,4588407153600222640,-4624268450260362036,-4624673452807845566,-1021585187,1103054673,0,1,0,1,0,0,0,0,0,1
528,-4606287495611951980,4633851497426835568,-4592622563039664774,4589192212577856557,-4622964760619654472,-4624755930486392531,-1021815007,1103126304,0,1,0,1,0,0,0,0,0,1
529,-4606373708658839144,4633798875111857323,-4592580914018679228,4589685468658579094,-4621687144746895153,-4624849138832660528,-1022140337,1103150181,0,1,0,1,0,0,0,1,0,1
530,-4606468708251638413,4633781804099174400,-4592540083934085708,4590197197107248028,-4633058300709086167,-4624944528546352845,-1022310463,1103102427,1,1,0,1,0,0,0,1,0,1
531,-4606768969530704307,4633840913842438144,-4592465394193578148,4594414185967730650,4599674017386589685,-4624480499745970448,-1022325387,1103102427,0,1,0,1,0,0,0,1,0,1
532,-4606949552160439342,4633887807572662236,-4592421692468077770,4594426586619970607,4598108061816866538,-4624610039803882110,-1022325387,1103102427,0,1,0,1,0,0,0,0,0,1
533,-4607130522310556875,4633922729609874467,-4592379002774279827,4594437871213834188,4595104603415595319,-4624727921259979046,-1022325387,1103102427,0,1,0,1,0,0,0,0,0,1
534,-4607441271408447882,4633945919387706732,-4592337234029357642,4594448140194545997,4590650808332220283,-4624835193388118822,-1022325387,1103102427,0,1,0,1,0,0,0,0,0,1
535,-4607804558807093910,4633957611551122856,-4592296303347936549,4594457484967263058,4569101448040898630,-4624932811027539341,-1022325387,1103102427,0,1,0,1,0,0,0,0,0,1
536,-4608168430254034755,4633958036052191862,-4592256135304323428,4594465988710680660,-4633271298369615887,-4625021643081972138,-1022325387,1103102427,0,1,0,1,0,0,0,0,0,1
537,-4608532833184939200,4633947418243945778,-4592216661261135564,4594473727117413697,-4628715563038355714,-4625102480253835697,-1022325387,1103102427,0,1,0,1,0,0,0,0,0,1
538,-4608897719766264460,4633925978972360291,-4592177818758352884,4594480769067743709,-4626000674262927107,-4625176042082351575,-1022325387,1103102427,0,1,0,1,0,0,0,0,0,1
539,-4609263046469485346,4633893934666495786,-4592139550957355484,4594487177242728702,-4624268450260362036,-4625289149386961127,-1022325387,1103102427,0,1,0,1,0,0,0,0,0,1
540,-4609628773683642794,4633851497426835568,-4592101806134997761,4594493008682133107,-4622964760619654472,-4625410982494371542,-1022325387,1103102427,0,1,0,1,0,0,0,0,0,1
541,-4609994865362763017,4633798875111857323,-4592064537223215860,4594498315292144051,-4621687144746895153,-4625521850625310219,-1022325387,1103102427,0,1,0,1,0,0,0,0,0,1
542,-4610361288705008924,4633781804099174400,-4592027701390070438,4594503144307393181,-4633058300709086167,-4625622740627372049,-1022325387,1103102427,1,1,0,1,0,0,0,1,0,1
543,-4611122357250316725,4633840913842438144,-4591956646418485401,4595816715874607833,4599674017386589685,-4624734526505933574,-1022325387,1103102427,0,1,0,1,0,0,0,1,0,1
544,-4611571140288208390,4633887807572662236,-4591914927483326678,4595702301510554927,4598108061816866538,-4624840995229534169,-1022322402,1103102427,0,1,0,1,0,0,0,1,0,1
545,-4612253526690722419,4633922729609874467,-4591873355283401954,4594972106321337177,4595104603415595319,-4624858086950082919,-1022322402,1103102427,0,1,0,1,0,1,0,0,0,1
546,-4612959516833763744,4633945919387706732,-4591831916612544017,4594307628679998893,4590650808332220283,-4624873640416230530,-1022322402,1103102427,0,1,0,1,0,1,0,0,0,1
547,-4613582447271637783,4633957611551122856,-4591790599453140358,4593702954008954435,4569101448040898630,-4624887794070832762,-1022322402,1103102427,0,1,0,1,0,1,0,0,0,1
548,-4614129704829617433,4633958036052191862,-4591749393338000160,4592632490936987048,-4633271298369615887,-4624900728507013428,-1022319417,1103102427,0,1,0,1,0,1,0,0,0,1
549,-4614694044790303416,4633947418243945778,-4591708969672505620,4592881210727559319,-4628715563038355714,-4624991868244366311,-1022316432,1103102427,0,1,0,1,0,0,0,0,0,1
550,-4615273848919589006,4633925978972360291,-4591669256248687102,4593106369028858619,-4626000674262927107,-4625074597197173635,-1022313447,1103102427,0,1,0,1,0,0,0,0,0,1
551,-4615867581644112892,4633893934666495786,-4591630185972243966,4593309169381372878,-4624268450260362036,-4625149511005617086,-1022307477,1103102427,0,1,0,1,0,0,0,0,0,1
552,-4616758360726579439,4633851497426835568,-4591591700959929294,4593493717707479505,-4622964760619654472,-4625238547837031246,-1022307477,1103102427,0,1,0,1,0,0,0,0,0,1
553,-4617994082850243094,4633798875111857323,-4591553746756449596,4593660477982701156,-4621687144746895153,-4625362205066790367,-1022304492,1103102427,0,1,0,1,0,0,0,0,0,1
554,-4619250361918662700,4633781804099174400,-4591516272427142305,4593740876231371709,-4633058300709086167,-4625473996557216161,-1022298522,1103102427,1,1,0,1,0,0,0,1,0,1
555,-4623480286103222870,4633840913842438144,-4591444445217551328,4595362696713308159,4599674017386589685,-4624680556329905705,-1022298522,1103102427,0,1,0,1,0,0,0,1,0,1
556,-4628485518933629393,4633887807572662236,-4591402291553414043,4595284825740202272,4598108061816866538,-4624790357996651911,-1022298522,1103102427,0,1,0,1,0,0,0,1,0,1
557,4583060384872153272,4633922729609874467,-4591360995714798213,4595213963152633668,4595104603415595319,-4624890277516270622,-1022298522,1103102427,0,1,0,1,0,0,0,0,0,1
558,4596666446199510145,4633945919387706732,-4591320480497429404,4595149478196087793,4590650808332220283,-4624981204281744142,-1022298522,1103102427,0,1,0,1,0,0,0,0,0,1
559,4600675105632124620,4633957611551122856,-4591280675645415857,4595090796883939861,4569101448040898630,-4625063947640709695,-1022298522,1103102427,0,1,0,1,0,0,0,0,0,1
560,4603289428454214453,4633958036052191862,-4591241517225894228,4595037396888346264,-4633271298369615887,-4625139244099538379,-1022298522,1103102427,0,1,0,1,0,0,0,0,0,1
561,4604888544507144740,4633947418243945778,-4591202947059957199,4594988802890955620,-4628715563038355714,-4625218710448595027,-1022298522,1103126304,0,1,0,1,0,0,0,0,0,1
562,4606475512060727366,4633925978972360291,-4591164912204797582,4594944582352055706,-4626000674262927107,-4625343416450895105,-1022298522,1103126304,0,1,0,1,0,0,0,0,0,1
563,4607619287121182799,4633893934666495786,-4591127417734927808,4594921562365451312,-4624268450260362036,-4625469304611644858,-1022394032,1103150181,0,1,0,1,0,0,0,0,0,1
564,4608411828968314547,4633851497426835568,-4591090539988335210,4594937725103936445,-4622964760619654472,-4625612976470436374,-1022605944,1103221812,0,1,0,1,0,0,0,0,0,1
565,4609211648581778432,4633798875111857323,-4591054368735702989,4594990707244361336,-4621687144746895153,-4625777561308189083,-1022835763,1103269566,0,1,0,1,0,0,0,0,0,1
566,4610022494363799991,4633781804099174400,-4591018976973555576,4595070977753774589,-4633058300709086167,-4625959151416763541,-1023038720,1103293443,1,1,0,1,0,0,0,1,0,1
567,4611800719578189826,4633840913842438144,-4590958130544937513,4597436323614078171,4599674017386589685,-4625699145169858787,-1023381958,1103532217,0,1,0,1,0,0,0,1,0,1
568,4612369606918034513,4633887807572662236,-4590923408829659844,4597451020197388689,4598108061816866538,-4626115245540037585,-1025150516,1104248540,0,1,0,1,0,0,0,1,0,1
569,4612943588103851116,4633922729609874467,-4590891118883607516,4597525186596877260,4595104603415595319,-4626681750515099556,-1026929385,1104081398,0,1,0,1,0,0,0,1,0,1
570,4613523228368864533,4633945919387706732,-4590861573155866725,4597607582792357508,4590650808332220283,-4627321043631379648,-1028051625,1103890379,0,1,0,1,0,0,0,1,0,1
571,4614108076691158602,4633957611551122856,-4590834695481706191,4597683412108549184,4569101448040898630,-4627942593411349244,-1028409786,1103866502,0,1,0,1,0,0,0,0,0,1
572,4614697664215759682,4633958036052191862,-4590810248486782978,4597752414896127912,-4633271298369615887,-4628508844462794902,-1028415755,1103842625,0,1,0,1,0,0,0,0,0,1
573,4615291560550134042,4633947418243945778,-4590788044695055108,4597815151168234929,-4628715563038355714,-4629031421094242367,-1028481418,1103770994,0,1,0,1,0,0,0,0,0,1
574,4615889234612482453,4633925978972360291,-4590768095845055936,4597870154889122305,-4626000674262927107,-4629556732334499346,-1028929120,1103484466,0,1,0,1,0,0,0,0,0,1
575,4616339752287724503,4633893934666495786,-4590750462442979025,4597913512326089692,-4624268450260362036,-4630491861259159968,-1029484270,1103030795,0,1,0,1,0,0,0,1,0,1
576,4616641166673680760,4633851497426835568,-4590735127099727272,4597945207462538642,-4622964760619654472,-4631562572857835015,-1029890187,1102720389,0,1,0,1,0,0,0,1,0,1
577,4616943520810884714,4633798875111857323,-4590721913627431508,4597972573019660253,-4621687144746895153,-4632551195002141637,-1029955849,1102648757,0,1,0,1,0,0,0,1,0,1
578,4617246812054936716,4633781804099174400,-4590710580864898909,4597999861571861876,-4633058300709086167,-4633427455320249185,-1029848400,1102529372,1,1,0,1,0,0,0,1,0,1
579,4617885327795471335,4633840913842438144,-4590708610843074994,4599249694075124325,4599674017386589685,-4647910437022901499,-1029758859,1102433864,0,1,0,1,0,0,0,1,0,1
580,4618103647882969088,4633887807572662236,-4590708139808572512,0,4598108061816866538,-4654202753473381193,-1029663349,1102242844,0,1,0,1,0,0,0,1,0,1
581,4618121732996390310,4633922729609874467,-4590706034234129942,4579579838069111073,4595104603415595319,-4644370180893281468,-1029496209,1101980194,0,0,0,1,0,1,0,1,0,1
582,4618161364132681579,4633945919387706732,-4590701882473609354,4584777055924040496,4590650808332220283,-4639977262176348143,-1029352945,1101813053,0,1,0,1,0,1,0,1,0,1
583,4618220386168148516,4633957611551122856,-4590695834126859598,4587035707925116293,4569101448040898630,-4637575124221257652,-1029263404,1101765299,0,1,0,1,0,1,0,1,0,1
584,4618296850540163885,4633958036052191862,-4590688028109533352,4589067391344830487,-4633271298369615887,-4635937256424058155,-1029179833,1101693668,0,1,0,1,0,1,0,1,0,1
585,4618388831992682212,4633947418243945778,-4590678568763090422,4590021420612220106,-4628715563038355714,-4634396618175565960,-1029036571,1101550406,0,1,0,1,0,1,0,1,0,1
586,4618494631242693024,4633925978972360291,-4590667560623238725,4590826169161375133,-4626000674262927107,-4633578703524093970,-1028917185,1101502652,0,1,0,1,0,1,0,1,0,1
587,4618612728179125049,4633922541587529728,-4590655103867823873,4591542386439187860,-4633058300709086167,-4632903764541456907,-1028809737,1101478775,1,1,0,1,0,1,0,1,0,1
588,4618863507871275318,4633922541587529728,-4590644524361577135,4593427667243538047,-4633058300709086167,-4637296170871357015,-1028708258,1101478775,1,1,0,1,0,0,0,0,0,1
589,4619143796160272444,4633922541587529728,-4590639334029579733,4594065217844715582,-4633058300709086167,-4641910944010065761,-1028636626,1101478775,1,1,0,1,0,0,0,0,0,1
590,4619665452326483756,4633981651330793472,-4590636398502790967,4598228808715257391,4599674017386589685,-4645653355232348477,-1028373975,1101502652,0,1,0,1,0,0,0,1,0,1
591,4619978945518346606,4634028545061017564,-4590634665088892758,4598236080922975993,4598108061816866538,-4645757357259886429,-1028117293,1101502652,0,1,0,1,0,0,0,1,0,1
592,4620292842410799044,4634063467098229795,-4590632837597087627,4598241958803729802,4595104603415595319,-4645406695022634886,-1027866580,1101502652,0,1,0,1,0,0,0,1,0,1
593,4620607042127637351,4634086656876062060,-4590630827881281463,4598246367926915123,4590650808332220283,-4644727480550569907,-1027663622,1101574283,0,1,0,1,0,0,0,1,0,1
594,4620807334639015889,4634098349039478184,-4590628576117857107,4598249421907783504,4569101448040898630,-4643825281914425345,-1027502449,1101622037,0,1,0,1,0,0,0,0,0,1
