tick,x,y,z,dx,dy,dz,yaw,pitch,onGround,sprinting,sneaking,keyUp,keyDown,keyLeft,keyRight,keyJump,keyShift,keySprint
2068,-4587867645626466898,4634766966517661696,-4581165615561067204,4583609074155462131,-4633058300709086167,-4629350127419770054,-1006339153,1107459196,1,1,0,1,0,0,0,0,0,1
2069,-4587864348980236287,4634766966517661696,-4581157125504268185,-4640342142213519406,-4633058300709086167,-4629457191296325328,-1006339153,1107459196,1,1,0,1,0,1,0,0,0,1
2070,-4587857293033400094,4634766966517661696,-4581148746289935670,-4635321198702729373,-4633058300709086167,-4629519163769916044,-1006336915,1107459196,1,1,0,1,0,1,0,0,0,1
2071,-4587852124775251968,4634766966517661696,-4581140446334375194,0,-4633058300709086167,-4629563477671545462,-1006330200,1107471135,1,1,0,1,0,1,0,0,0,1
2072,-4587847950274583565,4634766966517661696,-4581133082106218035,-4638543255233371731,-4633058300709086167,-4630472876395963840,-1006315274,1107495013,1,0,0,1,0,1,0,0,0,1
2073,-4587846893690218567,4634766966517661696,-4581124620632837476,-4647492490166331425,-4633058300709086167,-4629473172401776296,-1006302588,1107506952,1,1,0,1,0,0,0,0,0,1
2074,-4587847419322272059,4634766966517661696,-4581115552205279817,4571352150438017084,-4633058300709086167,-4629133821854126743,-1006289901,1107518891,1,1,0,1,0,0,0,0,0,1
2075,-4587848744842962270,4634766966517661696,-4581106148531748358,4577082453829542886,-4633058300709086167,-4628946384467419901,-1006283186,1107518891,1,1,0,1,0,0,0,0,0,1
2076,-4587850457571387012,4634766966517661696,-4581096558995174580,4578814369176363947,-4633058300709086167,-4628842467684936913,-1006277964,1107518891,1,1,0,1,0,0,0,0,0,1
2077,-4587852318475620593,4634761449608010793,-4581086864581278636,4579477134752747203,-4628611194182664847,-4628783830347793666,-1006271250,1107530830,0,1,0,1,0,0,0,0,0,1
2078,-4587853496925216279,4634750526126796778,-4581080678617597693,4579938633804187191,-4625898392782359380,-4628439688001663378,-1006259310,1107530830,0,1,0,1,0,0,0,0,0,1
2079,-4587854713212736120,4634734304205347792,-4581074155784531928,4580190762989033545,-4624218332333908417,-4628125779625063959,-1006249610,1107542769,0,1,0,1,0,0,0,0,0,1
2080,-4587855946963211230,4634712889812367474,-4581067325757702643,4580255853711861770,-4622915645050774002,-4627839524180216232,-1006240657,1107542769,0,1,0,1,0,0,0,0,0,1
2081,-4587857186657810255,4634686386797187412,-4581060215845439252,4580278009602215986,-4621639011488455487,-4627578715729782465,-1006235434,1107530830,0,1,0,1,0,0,0,0,0,1
2082,-4587858427472847843,4634654896932154543,-4581052851099827249,4580282185880219597,-4620540564127581193,-4627341251815367949,-1006233196,1107518891,0,1,0,1,0,0,0,0,0,1
2083,-4587859663645406141,4634626229029306368,-4581045254282035868,4580264881688111843,-4633058300709086167,-4627124997669503610,-1006230212,1107495013,1,1,0,1,0,0,0,0,0,1
2084,-4587861280812060788,4634626229029306368,-4581033865450460432,4578386937383460465,-4633058300709086167,-4627836474535481160,-1006225736,1107459196,1,1,0,1,0,0,0,0,0,1
2085,-4587862613118746742,4634626229029306368,-4581023170291955473,4577112806451977887,-4633058300709086167,-4628224309968925325,-1006221260,1107435318,1,1,0,1,0,0,0,0,0,1
2086,-4587863726357569909,4634620712119655465,-4581012852397760641,4576132952591318891,-4628611194182664847,-4628435239978274581,-1006214546,1107411440,0,1,0,1,0,0,0,0,0,1
2087,-4587864402757930147,4634609788638441450,-4581006322984969849,4576195997219847332,-4625898392782359380,-4628119648373918222,-1006210070,1107399501,0,1,0,1,0,0,0,0,0,1
2088,-4587865018282275703,4634593566716992464,-4581000381219158988,4575742183562597440,-4624218332333908417,-4628667241351478311,-1006207832,1107387562,0,0,0,0,0,0,0,0,0,1
2089,-4587865578409446302,4634572152324012146,-4580994974212115275,4575001204836772668,-4622915645050774002,-4629165550975419189,-1006204848,1107387562,0,0,0,0,0,0,0,0,0,1
2090,-4587866088125186237,4634555860285128704,-4580990053835563692,4574249598614313075,-4633058300709086167,-4629619012746274078,-1006199626,1107363684,1,0,0,0,0,0,0,0,0,0
2091,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006187687,1107287848,0,0,0,0,0,0,0,0,0,0
2092,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2093,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2094,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2095,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2096,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2097,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2098,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2099,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2100,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2101,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2102,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2103,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2104,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2105,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2106,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2107,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2108,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2109,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2110,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2111,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2112,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2113,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2114,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2115,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2116,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2117,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2118,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2119,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2120,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2121,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2122,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2123,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2124,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2125,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2126,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2127,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2128,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2129,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2130,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2131,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2132,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2133,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2134,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2135,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2136,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2137,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2138,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2139,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2140,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2141,-4587866551966522945,4634550343375477801,-4580985576292772709,4570445160985240829,-4628611194182664847,-4633700791440835823,-1006175002,1107144583,0,0,0,0,0,0,0,0,0,0
2142,-4587866551966522945,4634550343375477801,-4580985576292772709,0,0,0,-1020056220,1107287848,0,0,0,0,0,0,0,0,0,0
2143,-4587866551966522945,4634550343375477801,-4580985576292772709,0,0,0,-1020056220,1107287848,0,0,0,0,0,0,0,0,0,0
2144,-4587866551966522945,4634550343375477801,-4580985576292772709,0,0,0,-1020056220,1107287848,0,0,0,0,0,0,0,0,0,0
2145,-4587866551966522945,4634550343375477801,-4580985576292772709,0,0,0,-1020056220,1107287848,0,0,0,0,0,0,0,0,0,0
2146,-4587866551966522945,4634550343375477801,-4580985576292772709,0,-4633058300709086167,0,-1020056220,1107287848,0,0,0,0,0,0,0,0,0,0
2147,-4587866551966522945,4634544826465826898,-4580985576292772709,0,-4628611194182664847,0,-1020056220,1107287848,0,0,0,0,0,0,0,0,0,0
2148,-4587866551966522945,4634533902984612883,-4580985576292772709,0,-4625898392782359380,0,-1020056220,1107287848,0,0,0,0,0,0,0,0,0,0
2149,-4587866551966522945,4634517681063163897,-4580985576292772709,0,-4624218332333908417,0,-1020056220,1107287848,0,0,0,0,0,0,0,0,0,0
2150,-4587866551966522945,4634496266670183579,-4580985576292772709,0,-4622915645050774002,0,-1020056220,1107287848,0,0,0,0,0,0,0,0,0,0
2151,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107303991,1,0,0,0,0,0,0,0,0,0
2152,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107303991,1,0,0,0,0,0,0,0,0,0
2153,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2154,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2155,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2156,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2157,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2158,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2159,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2160,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2161,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2162,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2163,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2164,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2165,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2166,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2167,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2168,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2169,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2170,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2171,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2172,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2173,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2174,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2175,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2176,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2177,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2178,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2179,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2180,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2181,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2182,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2183,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2184,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2185,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2186,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2187,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2188,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2189,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2190,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2191,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2192,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2193,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2194,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2195,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2196,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2197,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2198,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2199,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2200,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2201,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2202,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2203,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,0,0,0,0,0,0,0,0
2204,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,1,0,0,0,0,0,1,0
2205,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,1,0,0,0,0,0,1,0
2206,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020077113,1107315930,1,0,1,0,0,0,0,0,1,0
2207,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1020053235,1107339808,1,0,0,0,0,0,0,0,0,0
2208,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1019915940,1107518888,1,0,0,0,0,0,0,0,0,0
2209,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1019608517,1107912865,1,0,0,0,0,0,0,0,0,0
2210,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1019238418,1108306844,1,0,0,0,0,0,0,0,0,0
2211,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018880258,1108378476,1,0,0,0,0,0,0,0,0,0
2212,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2213,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2214,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2215,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2216,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2217,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2218,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2219,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2220,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2221,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2222,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2223,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2224,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2225,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2226,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2227,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2228,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2229,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2230,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2231,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2232,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2233,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2234,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2235,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2236,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2237,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2238,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2239,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2240,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2241,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2242,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2243,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
2244,-4587866551966522945,4634485491540951040,-4580985576292772709,0,-4633058300709086167,0,-1018826534,1108330721,1,0,0,0,0,0,0,0,0,0
